id,sic_id,club_id,entity_name,level,category,region,province,city,address,cap,primary_email,email_type,primary_phone,phone_secondary,website,servitore_insegnante,coordination_entity,families_count,meeting_day,meeting_time,outreach_status,outreach_step,last_contact_at,unsubscribe_token,unsubscribed_at,notes,created_at,updated_at
837,SIC-F8A6S4YR-QMG5643X-X,,"èCèlèuèbè è6è9è5è è""èCèaèsèeè èdèiè èMèaèlèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èMèaèlèoè,"èVèièaè èAènètèoènèeèlèlèaè,è ènè.è è6è",è3è6è0è3è4è,èaècèaètèpèeèdèeèmèoènètèaènèaè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è4è9è è1è9è4è0è0è6è8è,,,,èAèCèAèTè èPèEèDèEèMèOèNèTèAèNèAè èOèDèVè,11,,,UNCONTACTED,0,,f65760d751e7f6de2f2e04f82ebe0cae,,,2026-09-21 11:10:00,2026-09-21 11:10:00
838,SIC-SXFKN918-3MVRFABV-8,,"èCèlèuèbè è7è0è1è è""èPèrèièmèaèvèeèrèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èSèaènè èPèièeètèrèoè èdèiè èLèaèvèaègènèoè,,è3è7è0è3è0è,èaècèaètèvèeèrèoènèaèeèsètè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è5è è9è7è3è3è2è2è,,,,èAèCèAèTè èVèEèRèOèNèAè èEèSèTè èOèDèVè,11,,,UNCONTACTED,0,,a8caad23cca93b6b68e6eef5f97b2dac,,,2026-09-21 11:10:00,2026-09-21 11:10:00
839,SIC-7RNBKV34-1DTQYQZN-2,,"èCèlèuèbè è7è0è4è è""èNèuèoèvèaè èSèpèeèrèaènèzèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èCèrèeèsèpèaèdèoèrèoè,,è3è6è0è7è0è,èaècèaètèvèaèlècèhèièaèmèpèoè@èaèrècèaètèvèeènèeètèoè.èiètè,COORDINATION_INHERITED,è3è3è5è è7è0è0è1è4è2è0è,,,,èAèCèAèTè èVèAèLèCèHèIèAèMèPèOè èOèDèVè,11,,,UNCONTACTED,0,,fcbb22cd4ea6ca35f462561d9905460b,,,2026-09-21 11:10:00,2026-09-21 11:10:00
840,SIC-F2174AW7-8KEKA1SZ-7,,èCèlèuèbè è7è0è9è,LOCAL_CLUB,CAT,Veneto,VR,èPèeèsècèhèièeèrèaè èdèeèlè èGèaèrèdèaè,,è3è7è0è1è9è,èaècèaètèbèaèlèdèoègèaèrèdèaè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è3è8è è6è2è8è3è9è6è6è,,,,èAèCèAèTè èBèAèLèDèOè èGèAèRèDèAè èOèDèVè,11,,,UNCONTACTED,0,,22c6476e2daf306fe6f250fda606a9b9,,,2026-09-21 11:10:00,2026-09-21 11:10:00
841,SIC-QESZD6M8-92Q3XM95-B,,"èCèlèuèbè è7è1è0è è""èPèeèlèmèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èCèeènècèeènèiègèhèeè èAègèoèrèdèiènèoè,,è3è2è0è2è0è,èaècèaètèaègèoèrèdèiènèaè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è3è è8è2è1è1è5è9è5è,,,,èAèCèAèTè èAèGèOèRèDèIèNèAè èOèDèVè,11,,,UNCONTACTED,0,,1d39a62c4960ea8307c063d7aa737a57,,,2026-09-21 11:10:00,2026-09-21 11:10:00
842,SIC-478E9CAG-Z6QC24D4-0,,"èCèlèuèbè è7è1è2è è""èTèeèoèlèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èTèeèoèlèoè,"èVèièaè èdèeèlèlèeè èRèoèsèeè,è ènè.è è5è4è",è3è5è0è3è7è,èaècèaètè.ècèoèlèlèiè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è4è9è è7è2è5è7è4è1è5è,,,,èAèCèAèTè èCèOèLèLèIè èEèUèGèAèNèEèIè èOèDèVè,11,,,UNCONTACTED,0,,fac7a3b7a48170899bc670cb1c2616ba,,,2026-09-21 11:10:00,2026-09-21 11:10:00
843,SIC-Z637PSBD-19116KTV-Z,,"èCèlèuèbè è7è1è4è è""èMèaèrèièsèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èTèrèièsèsèiènèoè,èVèièaè è4è èNèoèvèeèmèbèrèeè,è3è6è0è7è0è,èaècèaètèvèaèlèlèeèaègènèoè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è3è3è è4è8è3è6è4è3è5è,,,,èAèCèAèTè èVèAèLèLèEèAèGèNèOè èOèDèVè,11,,,UNCONTACTED,0,,c7e287777712cf21e4b2af5ec75353a7,,,2026-09-21 11:10:00,2026-09-21 11:10:00
844,SIC-C5P1QQZW-H6XTV2NW-E,,"èCèlèuèbè è7è1è7è è""èSèaènè èVèaèlèeènètèiènèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èBèuèsèsèoèlèeènègèoè,"èVèièaè èSèaènè èVèaèlèeènètèiènèoè,è è3è6è",è3è7è0è1è2è,èaècèaètèsèièrèièuèsè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è1è è2è9è5è7è2è3è4è,,,,èAèCèAèTè èSèIèRèIèUèSè èOèDèVè,11,,,UNCONTACTED,0,,6e48dd64d31b345cfde874c3e00abbc4,,,2026-09-21 11:10:00,2026-09-21 11:10:00
845,SIC-PHTR72J4-0QCMRSZJ-Q,,"èCèlèuèbè è7è1è8è è""èBèuècèaènèeèvèeè""è",LOCAL_CLUB,CAT,Veneto,VR,èVèeèrèoènèaè,"èVèièaè èVèoèlètèuèrènèoè,è ènè.è è2è0è/èAè",è3è7è1è3è5è,èaècèaètèvèrèsèuèdè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è5è è8è2è0è5è1è7è5è,,,,èAèCèAèTè èVèEèRèOèNèAè èSèUèDè èOèDèVè,11,,,UNCONTACTED,0,,ef04859b0e5d55e1926896886eeb4e14,,,2026-09-21 11:10:00,2026-09-21 11:10:00
846,SIC-REY1C7DG-AG7SS9VZ-4,,èCèlèuèbè è7è2è0è,LOCAL_CLUB,CAT,Veneto,VR,èLèaèzèièsèeè,èVèièaèlèeè èRèoèmèaè è(èLèaèzèièsèeè)è,è3è7è0è1è7è,èaècèaètèbèaèlèdèoègèaèrèdèaè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è3è8è è6è2è8è3è9è6è6è,,,,èAèCèAèTè èBèAèLèDèOè èGèAèRèDèAè èOèDèVè,11,,,UNCONTACTED,0,,70853bacbdbacade9a9bbb7505e709e0,,,2026-09-21 11:10:00,2026-09-21 11:10:00
847,SIC-YH0YJZHJ-R404DDGP-0,,"èCèlèuèbè è7è2è3è è""èCèaèsètèeèrèoètètèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èSèaènè èPèièeètèrèoè èiènè èCèaèrèièaènèoè,"èVèièaè èCèhèièeèsèaè,è è6è2è",è3è7è0è2è9è,èaècèaètèaèdèiègèeèlèeèsèsèiènèièaè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è5è è6è8è6è1è8è5è0è,,,,èAèCèAèTè èAèDèIèGèEè è–è èLèEèSèSèIèNèIèAè èOèDèVè,11,,,UNCONTACTED,0,,7ae892e142f645dce0bc62ad80b322c3,,,2026-09-21 11:10:00,2026-09-21 11:10:00
848,SIC-GDQWN0JT-RJBSP8WQ-S,,"èCèlèuèbè è7è2è5è è""èLèaè èRèuègèièaèdèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èCèoèrènèeèdèoè èVèiècèeènètèiènèoè,"èPèièaèzèzèaè èNè.è èdèaè èCèoèrènèeèdèoè,è ènè.è è1è",è3è6è0è7è3è,èaècèaètèvèaèlèlèeèaègènèoè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è3è3è è4è8è3è6è4è3è5è,,,,èAèCèAèTè èVèAèLèLèEèAèGèNèOè èOèDèVè,11,,,UNCONTACTED,0,,9c4bc993d6cdb2d0455e2c34f6021aba,,,2026-09-21 11:10:00,2026-09-21 11:10:00
849,SIC-TD2N7S0Q-D5HKWW59-7,,èCèlèuèbè è7è3è,LOCAL_CLUB,CAT,Veneto,VR,èVèeèdèeèlèaègèoè,"èVèièaè èTèoènèièoèlèoè,è ènè.è è2è",è3è1è0è5è0è,èaècèaètènèoèrèdèeèsètè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è2è3è è7è2è0è5è8è1è,,,,èAèCèAèTè èNèOèRèDè èEèSèTè èOèDèVè,11,,,UNCONTACTED,0,,3af1ff7f0a98eed6c156b9019aedf86f,,,2026-09-21 11:10:00,2026-09-21 11:10:00
850,SIC-2QZ79AAE-1JZ1N559-7,,"èCèlèuèbè è7è3è4è è""èTèhèièeènèeè èSèeèdèeè è2è""è",LOCAL_CLUB,CAT,Veneto,VR,èTèhèièeènèeè,"èVèièaè è1è°è èMèaègègèièoè,è ènè.è è1è5è",è3è6è0è1è6è,èaècèaètèvèaèlèoèrèiènèuèoèvèiè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è5è1è è8è1è0è2è7è3è1è,,,,èAèCèAèTè èVèAèLèOèRèIè èNèUèOèVèIè èOèDèVè,11,,,UNCONTACTED,0,,d293f1f02e3712f4e696a89e90f512b5,,,2026-09-21 11:10:00,2026-09-21 11:10:00
851,SIC-7YQFRQS2-YYT5A9GP-V,,èCèlèuèbè è7è3è5è,LOCAL_CLUB,CAT,Veneto,VR,èMèaèsèsèaènèzèaègèoè,"èVèièaè èMèaèrècèoènèiè,è è1è",è3è5è0è1è0è,èaècèaètècèaèmèpèoèsèaèmèpèièeèrèoè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è4è8è è4è8è1è1è1è4è3è,,,,èAèCèAèTè èCèAèMèPèOèSèAèMèPèIèEèRèOè èOèDèVè,11,,,UNCONTACTED,0,,ab42791d7d62c8e2a665aba34c668f4c,,,2026-09-21 11:10:00,2026-09-21 11:10:00
852,SIC-RVCGE68S-2A8DGBZ5-G,,"èCèlèuèbè è7è3è6è è""èLè'èOèlèièvèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èBèuèsèsèoèlèeènègèoè,"èVèièaè èSèaènè èVèaèlèeènètèiènèoè,è è3è6è",è3è7è0è1è2è,èaècèaètèsèièrèièuèsè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è1è è2è9è5è7è2è3è4è,,,,èAèCèAèTè èSèIèRèIèUèSè èOèDèVè,11,,,UNCONTACTED,0,,877acade4b9fef88b3990f72ab3e7638,,,2026-09-21 11:10:00,2026-09-21 11:10:00
853,SIC-P8PRVWJE-GH2ZB8C2-2,,èCèlèuèbè è7è3è8è,LOCAL_CLUB,CAT,Veneto,VR,èLèoènègèaèrèeè,,è3è6è0è2è3è,èaècèaètèbèaèsèsèoèvèiècèeènètèiènèoè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è5è è5è2è8è3è9è8è7è,,,,èAèCèAèTè èBèAèSèSèOè èVèIèCèEèNèTèIèNèOè èOèDèVè,11,,,UNCONTACTED,0,,697f751be52fa714e89eacf79cacf3a0,,,2026-09-21 11:10:00,2026-09-21 11:10:00
854,SIC-99HVQDNX-M5QX52J7-9,,èCèlèuèbè è7è4è,LOCAL_CLUB,CAT,Veneto,VR,èNèaènètèoè,èPèièaèzèzèaè èSèièmèpèoèsèièoè,è3è6è0è2è4è,èaècèaètèbèaèsèsèoèvèiècèeènètèiènèoè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è5è è5è2è8è3è9è8è7è,,,,èAèCèAèTè èBèAèSèSèOè èVèIèCèEèNèTèIèNèOè èOèDèVè,11,,,UNCONTACTED,0,,451fc6791922cbc4c4bcf8a531a41cd9,,,2026-09-21 11:10:00,2026-09-21 11:10:00
855,SIC-EFY21JR1-YNV2HX3W-C,,èCèlèuèbè è7è4è1è,LOCAL_CLUB,CAT,Veneto,VR,èVèiècèeènèzèaè,"èVèièaè èCèoèlèoèmèbèoè,è ènè.è è1è1è(èLèoècèaèlè.è èVè.è èdèeèlè èSèoèlèeè)è",è3è6è1è0è0è,èaècèaètèvèiècèeènèzèaè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è2è7è è1è9è3è4è7è1è7è,,,,èAèCèAèTè èVèIèCèEèNèZèAè èOèDèVè,11,,,UNCONTACTED,0,,f2959037e89b1ead94468a7fe35ef73f,,,2026-09-21 11:10:00,2026-09-21 11:10:00
856,SIC-TC0H56EX-39NSW82J-X,,"èCèlèuèbè è7è4è2è è""èOèrèièzèzèoènètèiè""è",LOCAL_CLUB,CAT,Veneto,VR,èPèièoèvèeèzèzèaènèoè èdèiè èPèaèsètèrèeènègèoè,"èVèièaè èCèhèièeèsèaè,è è1è6è",è3è7è0è1è0è,èaècèaètèaèdèiègèeèlèeèsèsèiènèièaè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è5è è6è8è6è1è8è5è0è,,,,èAèCèAèTè èAèDèIèGèEè è–è èLèEèSèSèIèNèIèAè èOèDèVè,11,,,UNCONTACTED,0,,183a9abee9b360620a916e6020d395a2,,,2026-09-21 11:10:00,2026-09-21 11:10:00
857,SIC-XZKF5BDM-VN4SF8K2-D,,èCèlèuèbè è7è4è3è,LOCAL_CLUB,CAT,Veneto,VR,èVèiècèeènèzèaè,"èVèièaè èRèièsèmèoènèdèoè,è ènè.è è1è è(èLèoècèaèlè.è èFèeèrèrèoèvèièeèrèiè)è",è3è6è1è0è0è,èaècèaètèvèiècèeènèzèaè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è2è7è è1è9è3è4è7è1è7è,,,,èAèCèAèTè èVèIèCèEèNèZèAè èOèDèVè,11,,,UNCONTACTED,0,,f5eafc9988aaa5b21ef8c36e6ae199eb,,,2026-09-21 11:10:00,2026-09-21 11:10:00
858,SIC-4JJYBM70-TH562XR4-M,,èCèlèuèbè è7è4è5è,LOCAL_CLUB,CAT,Veneto,VR,èSècèhèièoè,"èVèièaè èDèaènèièeèlèeè èMèaènèiènè,è ènè.è1è",è3è6è0è1è5è,èaècèaètèpèeèdèeèmèoènètèaènèaè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è4è9è è1è9è4è0è0è6è8è,,,,èAèCèAèTè èPèEèDèEèMèOèNèTèAèNèAè èOèDèVè,11,,,UNCONTACTED,0,,f18180464437dacdee3ebc3d2d861e37,,,2026-09-21 11:10:00,2026-09-21 11:10:00
859,SIC-589V9HKA-605RHXTE-3,,èCèlèuèbè è7è4è6è,LOCAL_CLUB,CAT,Veneto,VR,èTèoèrèrèeè èdèiè èMèoèsètèoè,"èPèièaèzèzèaè èIènèdèièpèeènèdèeènèzèaè,è ènè.è è2è",è3è0è0è2è0è,èaècèaètèbèaèsèsèoèpèièaèvèeè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è2è1è è4è8è9è9è6è3è è/è è3è5è3è è4è7è9è2è4è8è2è,,,,èAèCèAèTè èBèAèSèSèOè èPèIèAèVèEè èOèDèVè,11,,,UNCONTACTED,0,,3e6d46df6312c1312ff43e54f6b4620c,,,2026-09-21 11:10:00,2026-09-21 11:10:00
860,SIC-X11SQ45V-1HJVCD8F-Q,,"èCèlèuèbè è7è4è7è è""èCèuèsèiègèhèeè""è",LOCAL_CLUB,CAT,Veneto,VR,èBèeèlèlèuènèoè,"èvèièaè èCèuèsèiègèhèeè,è ènè.è è3è7è",è3è2è1è0è0è,èaècèaètèbèeèlèlèuènèoè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è3è3è è9è6è0è0è3è6è0è,,,,èAèCèAèTè èBèEèLèLèUèNèOè èOèDèVè,11,,,UNCONTACTED,0,,69441a315014a9a459e6d1269ca360eb,,,2026-09-21 11:10:00,2026-09-21 11:10:00
861,SIC-XPF931A7-G1GBK2JZ-S,,èCèlèuèbè è7è4è8è,LOCAL_CLUB,CAT,Veneto,VR,èAèfèfèiè,,è3è7è0è1è0è,èaècèaètèbèaèlèdèoègèaèrèdèaè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è3è8è è6è2è8è3è9è6è6è,,,,èAèCèAèTè èBèAèLèDèOè èGèAèRèDèAè èOèDèVè,11,,,UNCONTACTED,0,,4aff2817147dfc58cadf1d47dc5286c1,,,2026-09-21 11:10:00,2026-09-21 11:10:00
862,SIC-DPW1YESY-PSDXPYTH-Q,,èCèlèuèbè è7è5è,LOCAL_CLUB,CAT,Veneto,VR,èCèaèmèpèiègèlèièaè èdèeèiè èBèeèrèiècèiè,,è3è6è0è2è0è,èaècèaètèbèaèsèsèoèvèiècèeènètèiènèoè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è5è è5è2è8è3è9è8è7è,,,,èAèCèAèTè èBèAèSèSèOè èVèIèCèEèNèTèIèNèOè èOèDèVè,11,,,UNCONTACTED,0,,f0fc12225cd5720ebccbaaee5d787943,,,2026-09-21 11:10:00,2026-09-21 11:10:00
863,SIC-X74RF249-VRJFG83E-N,,"èCèlèuèbè è7è5è1è è""èRèiènèaèsècèiètèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èCèhèièaèmèpèoè,,è3è6è0è7è2è,èaècèaètèvèaèlècèhèièaèmèpèoè@èaèrècèaètèvèeènèeètèoè.èiètè,COORDINATION_INHERITED,è3è3è5è è7è0è0è1è4è2è0è,,,,èAèCèAèTè èVèAèLèCèHèIèAèMèPèOè èOèDèVè,11,,,UNCONTACTED,0,,7c4cd17a015f6a0dd4015bf6ce574a6e,,,2026-09-21 11:10:00,2026-09-21 11:10:00
864,SIC-SH5QMWCQ-W7MP9WJZ-6,,èCèlèuèbè è7è5è2è,LOCAL_CLUB,CAT,Veneto,VR,èSèoèvèièzèzèoè,èVèièaè èCèaèvè.è èVèiètètèoèrèièoè èVèeènèeètèoè,è3è6è0è5è0è,èaècèaètèvèiècèeènèzèaè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è2è7è è1è9è3è4è7è1è7è,,,,èAèCèAèTè èVèIèCèEèNèZèAè èOèDèVè,11,,,UNCONTACTED,0,,8ae68ee6b1c2a9ab5a1f8051ef8aee03,,,2026-09-21 11:10:00,2026-09-21 11:10:00
865,SIC-W846DCKG-RWQ8Z6MH-R,,"èCèlèuèbè è7è5è6è è""èDèeèlèfèiènèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èBèuèsèsèoèlèeènègèoè,"èVèièaè èDèoènè èGè.è èCèaèlèaèbèrèièaè,è è2è",è3è7è0è1è2è,èaècèaètèsèièrèièuèsè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è3è1è è2è9è5è7è2è3è4è,,,,èAèCèAèTè èSèIèRèIèUèSè èOèDèVè,11,,,UNCONTACTED,0,,e35f64943cb6eb4ab5c8b1d46047f9f3,,,2026-09-21 11:10:00,2026-09-21 11:10:00
866,SIC-CR951F1Y-S4JCYXMB-K,,èCèlèuèbè è7è5è7è,LOCAL_CLUB,CAT,Veneto,VR,èVèiècèeènèzèaè,"èVèièaèlèeè èSèaènè èLèaèzèzèaèrèoè,è ènè.è è1è1è2è",è3è6è1è0è0è,èaècèaètèvèiècèeènèzèaè@èlèièbèeèrèoè.èiètè,COORDINATION_INHERITED,è3è2è7è è1è9è3è4è7è1è7è,,,,èAèCèAèTè èVèIèCèEèNèZèAè èOèDèVè,11,,,UNCONTACTED,0,,fa7049ce4529d2a47e449698ae5c3a86,,,2026-09-21 11:10:00,2026-09-21 11:10:00
867,SIC-4ZC7JHDC-VRY17WP7-Q,,"èCèlèuèbè è7è5è7è è""èIènèsèièeèmèeè""è",LOCAL_CLUB,CAT,Veneto,VR,èMèoèlèiènèoè èdèiè èAèlètèièsèsèièmèoè,,è3è6è0è7è0è,èaècèaètèvèaèlècèhèièaèmèpèoè@èaèrècèaètèvèeènèeètèoè.èiètè,COORDINATION_INHERITED,è3è3è5è è7è0è0è1è4è2è0è,,,,èAèCèAèTè èVèAèLèCèHèIèAèMèPèOè èOèDèVè,11,,,UNCONTACTED,0,,aa98459e647ec6bfe1a584b1e509d15e,,,2026-09-21 11:10:00,2026-09-21 11:10:00
868,SIC-1ZS27W5D-Z9S4KEKX-Q,,èCèlèuèbè è7è5è8è,LOCAL_CLUB,CAT,Veneto,VR,èPèièaèzèzèoèlèaè èsèuèlè èBèrèeènètèaè,"èVèièaè èCèoènètèaèrèiènèiè,è è4è4è",è3è5è0è1è6è,èaècèaètècèaèmèpèoèsèaèmèpèièeèrèoè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è4è8è è4è8è1è1è1è4è3è,,,,èAèCèAèTè èCèAèMèPèOèSèAèMèPèIèEèRèOè èOèDèVè,11,,,UNCONTACTED,0,,48cc2d1ab4c1b8b2b4eb9064919694cb,,,2026-09-21 11:10:00,2026-09-21 11:10:00
869,SIC-134WFHBR-3B54SZVF-B,,èCèlèuèbè è7è5è9è,LOCAL_CLUB,CAT,Veneto,VR,èSèaènègèuèiènèeètètèoè,"èVèièaè èCèeèsèaèrèeè èBèaètètèièsètèiè,è ènè.è è2è9è",è3è7è0è5è8è,èaècèaètè.èbèaèsèsèoèvèeèrèoènèeèsèeè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è4è9è è0è0è3è9è6è2è5è,,,,èAèCèAèTè èBèAèSèSèOè èVèEèRèOèNèEèSèEè èOèDèVè,11,,,UNCONTACTED,0,,34ed9c508ac83715481298b3cbc239a1,,,2026-09-21 11:10:00,2026-09-21 11:10:00
870,SIC-42FR0Y7S-S8RCFW8P-B,,"èCèlèuèbè è7è6è è""èIèlè èTèuèlèièpèaènèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èLèeènèdèiènèaèrèaè,"èVèièaè èMèoènètèeègèrèaèpèpèaè,è ènè.è è3è3è",è4è5è0è2è6è,èaècèaètèpèoèlèoècècè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è3è5è è6è0è4è8è3è3è0è è/è è3è4è9è è5è3è8è0è5è6è6è,,,,èAèCèAèTè èPèOèLèEèSèIèNèEè èOèCèCèIèDèEèNèTèAèLèEè èOèDèVè,11,,,UNCONTACTED,0,,28eeeb5142ce8c4ded1135d15c39564f,,,2026-09-21 11:10:00,2026-09-21 11:10:00
871,SIC-XF2H93CM-EJ06DDG9-4,,èCèlèuèbè è7è6è1è,LOCAL_CLUB,CAT,Veneto,VR,èIèsèoèlèaè èdèeèlèlèaè èSècèaèlèaè,èVèièaè èRèeèmèeèmèbèrèaèzèzèaè,è3è7è0è6è3è,èaècèaètè.ècèaèsètèeèlèsècèaèlèiègèeèrèoè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è0è4è5è è9è8è7è3è3è7è,,,,èAèCèAèTè èVèIèLèLèAèFèRèAèNèCèAè èCèAèSèTèEèLè èSèCèAèLèIèGèEèRèOè èOèDèVè,11,,,UNCONTACTED,0,,08f0f41f9210c1f569ffa02b9e9f2b46,,,2026-09-21 11:10:00,2026-09-21 11:10:00
872,SIC-1SZCQVH5-9EQ1CA0N-B,,"èCèlèuèbè è7è6è2è è""èAèrècèoèbèaèlèeènèoè è-è èNèiècèoèlèaè èMèaèzèzèoècècèoè""è",LOCAL_CLUB,CAT,Veneto,VR,èSèaènè èGèaèeètèaènèoè èdèiè èMèoènètèeèbèeèlèlèuènèaè,"èVèièaè èSèaènè èGèaèeètèaènèoè,è è1è3è6è",è3è1è0è4è4è,èiènèfèoè@èaècèaètèaèlèièdèeèlèlèaèlèièbèeèrètèaè.èiètè,COORDINATION_INHERITED,è3è5è1è è3è7è8è2è2è0è4è,,,,èAèCèAèTè èAèLèIè èDèEèLèLèAè èLèIèBèEèRèTèÀè èOèDèVè,11,,,UNCONTACTED,0,,e64d363b5f980b66da6830f9292f85aa,,,2026-09-21 11:10:00,2026-09-21 11:10:00
873,SIC-BEE62QR0-NB5GMR21-0,,"èCèlèuèbè è7è6è3è è""èVèiètèaè èNèuèoèvèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èCèaèeèrèaènèoè èdèiè èSèaènè èMèaèrècèoè,"èVèièaèlèeè èFèrèaè'è èGèièoècèoènèdèoè,è è1è8è",è3è1è0è3è1è,èiènèfèoè@èaècèaètèaèlèièdèeèlèlèaèlèièbèeèrètèaè.èiètè,COORDINATION_INHERITED,è3è5è1è è3è7è8è2è2è0è4è,,,,èAèCèAèTè èAèLèIè èDèEèLèLèAè èLèIèBèEèRèTèÀè èOèDèVè,11,,,UNCONTACTED,0,,bdbea5a9b7265deb954d648df211394a,,,2026-09-21 11:10:00,2026-09-21 11:10:00
874,SIC-2Z0FD0NY-5S7TW0S5-E,,"èCèlèuèbè è7è6è4è è""èGèièoèièaè èdèiè èVèièvèeèrèeè""è",LOCAL_CLUB,CAT,Veneto,VR,èGèièaèvèeèrèaè èdèeèlè èMèoènètèeèlèlèoè,"èVèièaè èSècèhèièaèvèoènèeèsècèaè,è ènè.è è1è5è4è",è3è1è0è4è0è,èiènèfèoè@èaècèaètèaèlèièdèeèlèlèaèlèièbèeèrètèaè.èiètè,COORDINATION_INHERITED,è3è5è1è è3è7è8è2è2è0è4è,,,,èAèCèAèTè èAèLèIè èDèEèLèLèAè èLèIèBèEèRèTèÀè èOèDèVè,11,,,UNCONTACTED,0,,5f30047168a1c4ad3ce69b2e3d09d326,,,2026-09-21 11:10:00,2026-09-21 11:10:00
875,SIC-ZVC4KJGR-M3VH6KGK-6,,"èCèlèuèbè è7è6è5è è""èCèeènètèrèoè èPèaèdèoèvèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èPèaèdèoèvèaè,"èVèièaè èAè.è èCèaèvèaèlèeètètèoè,è ènè.è è3è",è3è5è1è2è2è,èaècèaètèeècèoèlèoègèièaèsèoècèièaèlèeèpèdè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è4è8è è3è3è0è4è8è2è0è,,,,èAèCèAèTè èEèCèOèLèOèGèIèAè èSèOèCèIèAèLèEè èOèDèVè,11,,,UNCONTACTED,0,,eaf0a437b697473c809dc86fc9a3c033,,,2026-09-21 11:10:00,2026-09-21 11:10:00
876,SIC-0ECCCX8Y-NVT7GCVF-Y,,"èCèlèuèbè è7è6è6è è""èCèeènètèrèoè èPèaèdèoèvèaè""è",LOCAL_CLUB,CAT,Veneto,VR,èPèaèdèoèvèaè,"èVèièaè èAè.è èCèaèvèaèlèeètètèoè,è ènè.è è3è",è3è5è1è2è2è,èaècèaètèeècèoèlèoègèièaèsèoècèièaèlèeèpèdè@ègèmèaèièlè.ècèoèmè,COORDINATION_INHERITED,è3è4è8è è3è3è0è4è8è2è0è,,,,èAèCèAèTè èEèCèOèLèOèGèIèAè èSèOèCèIèAèLèEè èOèDèVè,11,,,UNCONTACTED,0,,b08e9137d736fabf07de13347611d0fa,,,2026-09-21 11:10:00,2026-09-21 11:10:00
