SIC_ID,ENTITY_NAME,LEVEL,REGION,PROVINCE,CITY,ADDRESS,MEETING_DAY,MEETING_TIME,PHONE,EMAIL,WEBSITE,LATITUDE,LONGITUDE,GEO_ACCURACY,STATUS,SOURCE_URL,SOURCE_TYPE,NOTES
SIC-X8BNRPBC-MNNC28X1-R,CAT La Vetta,LOCAL_CLUB,Lombardia,BR,Roè Volciano,Via Luigi Ragazzo 21,Martedì,20:00,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.6267,10.4986,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-E9SPDP69-RZXWGV9A-Q,CAT Il Girasole,LOCAL_CLUB,Lombardia,BR,Salò,Via Ponte Vecchio 6,Martedì,20:00,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.6083,10.5283,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-PZ5ZBZQD-A0S04SHY-4,CAT Orizzonte,LOCAL_CLUB,Lombardia,BR,Vestone,"Via Pialorsi 14, saletta conferenze",Lunedì,20:00,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.7119,10.4042,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-98ZR025Y-X1V5JHZX-Y,CAT Arcobaleno,LOCAL_CLUB,Lombardia,BR,Vobarno,Largo Donatori di Sangue,Martedì,20:00,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.6425,10.5033,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-T1QMJ0KB-XQAX9X0F-P,CAT La Goccia,LOCAL_CLUB,Lombardia,BR,Vobarno,Largo Donatori di Sangue,Lunedì,20:30,,,https://www.arcatlombardia.it/CAT_Brescia.html,45.6425,10.5033,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,
SIC-W9HWFACB-PPREV1ZY-K,ACAT Brescia,TERRITORIAL,Lombardia,BS,Brescia,Via Livorno 7,,,351 5111330,,https://www.acatbrescia.it,45.5416,10.2118,CITY,ACTIVE_VERIFIED_2026,https://www.acatbrescia.it,OSINT_DIRECTORY_2026,Sito web ufficiale dell'ACAT Brescia.
SIC-APCAT-ADC00F50-8805DCC1,APCAT Brescia e Valle Camonica,PROVINCIAL_APCAT,Lombardia,BS,Brescia,Via San Faustino 64,Giovedì,20:30,030 3751234,apcatbrescia@gmail.com,https://www.arcatlombardia.it,45.5416,10.2201,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,"Coordinamento dei Club della provincia bresciana, Sebino e valli alpine."
SIC-7GRCE202-Q478HRVP-J,ACAT Gardesana,TERRITORIAL,Lombardia,BS,Lonato del Garda,Piazza Martiri della Libertà 1,,,339 3333119,,https://www.acatgardesana.it,42.83165,11.03188,COUNTRY_DISTRIBUTED_ESTIMATE,ACTIVE_VERIFIED_2026,https://www.arcatlombardia.it/CAT_Brescia.html,ARCAT Lombardia ufficiale,"Club attivi a Lonato del Garda, Salò, Gardone, Bedizzole, Desenzano e Prevalle."
SIC-NJH2P9W0-2GCKZB1W-8,CAT Il Cigno,LOCAL_CLUB,Lombardia,BS,Ospitaletto,Via Martiri della Libertà 40,,,,,,45.5567,10.0764,CITY,VERIFIED_CURRENT_2026,https://www.failmeglio.it/dove-sono-i-club/,Club network directory updated March 2026,
SIC-VWY7ERZV-XPHS689T-9,CAT Una Porta Aperta,LOCAL_CLUB,Lombardia,BS,Pontevico,Piazzetta del Comune 2,,,,,,45.2711,10.0933,CITY,VERIFIED_CURRENT_2026,https://www.failmeglio.it/dove-sono-i-club/,Club network directory updated March 2026,
SIC-VPR9BVK4-E1WDPVT8-M,CAT Rinascita 2,LOCAL_CLUB,Lombardia,BS,Verolavecchia,Piazza Giuseppe Verdi,,,,,,45.3314,10.0542,CITY,VERIFIED_CURRENT_2026,https://www.failmeglio.it/dove-sono-i-club/,Club network directory updated March 2026,
SIC-PGVWMKE0-1DN3EWWR-2,CAT Arcobaleno,LOCAL_CLUB,Lombardia,CO,Como,"via Aristide Bari 2, Oratorio Parrocchia S. Agata",,,338 507 6323,,,45.8081,9.0852,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Como.html,ARCAT Lombardia official,
SIC-03EENQA4-QN3BMQA7-4,CAT La Lanterna,LOCAL_CLUB,Lombardia,CO,Como,"via G. Segantini 2, Centro Civico Como Nord, Sagnino",,,338 197 6756,,,45.8081,9.0852,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Como.html,ARCAT Lombardia official,
SIC-Z42J8W2D-A5EN68JW-7,CAT Muggiò,LOCAL_CLUB,Lombardia,CO,Como,"via Quadrio 10, Oratorio Parrocchia S. Maria Regina, Muggiò",,,340 005 6632,,,45.8081,9.0852,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Como.html,ARCAT Lombardia official,
SIC-APCAT-59DFA2D8-C80D503C,APCAT Como e Laghi,PROVINCIAL_APCAT,Lombardia,CO,Como,Via Dante Alighieri 15,Mercoledì,20:15,031 267890,apcatcomo@gmail.com,https://www.arcatlombardia.it,45.8081,9.0852,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Rete provinciale lariana di supporto ecologico-sociale multifamiliare.
SIC-3B0PE1GN-DK71DWQV-Y,CAT La Fenice,LOCAL_CLUB,Lombardia,CO,Lomazzo,"via Rocchetta angolo via Manzoni, Oratorio S. Vito e Modesto",,,347 462 1128,,,45.464,9.19,COUNTRY_ONLY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Como.html,ARCAT Lombardia official,
SIC-HY5B4MH3-2VQPJ6H8-Q,ACAT Como,TERRITORIAL_ASSOCIATION,Lombardia,CO,Tavernerio,via Santa Brigida 4,,,331 549 0142,cirilloangelo67@gmail.com,,45.464,9.19,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Como.html,ARCAT Lombardia official,
SIC-VJXTT8AV-73QKTFCK-D,CAT Amicizia,LOCAL_CLUB,Lombardia,CR,Cicognolo,"via Marconi 36/A, Centro Ricreativo",,,334 718 9568,,,45.1667,10.1983,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Cremona.html,ARCAT Lombardia official,
SIC-NWCVQG4V-5Y2JH6TG-V,ACAT Cremona,TERRITORIAL_ASSOCIATION,Lombardia,CR,Cremona,,,,335 807 9564,,,45.1332,10.0249,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Cremona.html,ARCAT Lombardia official,
SIC-ZP8TRK5F-ETDG8V6F-1,CAT 12 La Rosa Blù,LOCAL_CLUB,Lombardia,CR,Cremona,"via Brescia, Palazzo Duemiglia",,,339 947 5961,,,45.1332,10.0249,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Cremona.html,ARCAT Lombardia official,
SIC-CZNCW0FA-0MHN2KDK-7,CAT Orizzonti,LOCAL_CLUB,Lombardia,CR,Cremona,"Quartiere Zaist, Oratorio S. Francesco",,,339 305 7671,,,45.1332,10.0249,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Cremona.html,ARCAT Lombardia official,
SIC-H85RXNT0-G1RJCKYS-M,CAT Zero doppio zero,LOCAL_CLUB,Lombardia,CR,Cremona,"via Mantova 8, Il Cuore della città",,,333 776 2573,,,45.1332,10.0249,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Cremona.html,ARCAT Lombardia official,
SIC-APCAT-E5F59807-B70ED246,APCAT Cremona e Crema,PROVINCIAL_APCAT,Lombardia,CR,Cremona,Via Palestro 12,Martedì,20:15,0372 451122,apcatcremona@gmail.com,https://www.arcatlombardia.it,45.1332,10.0227,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,"Associazione provinciale cremonese attiva nei distretti di Cremona, Crema e Casalmaggiore."
SIC-M8NKG9V4-95DHVJT3-R,CAT Soresina,LOCAL_CLUB,Lombardia,CR,Soresina,"via Don Bosco 7, Oratorio Sirino",,,334 803 6655,,,45.2894,9.8553,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Cremona.html,ARCAT Lombardia official,
SIC-RQNW9N22-9AX4NVBC-0,CAT Speranza,LOCAL_CLUB,Lombardia,CR,Vescovato,"via Garibaldi 99, Cremona Soccorso",,,335 807 9564,,,45.1747,10.1656,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Cremona.html,ARCAT Lombardia official,
SIC-WP1PC0E1-9XVAPDKG-P,CAT Garlate,LOCAL_CLUB,Lombardia,LE,Garlate,"via Volta 5, Oratorio Don Bosco",,,340 780 2055,cat.garlate@gmail.com,,45.8083,9.4056,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Lecco.html,ARCAT Lombardia official,
SIC-H0S7KWK2-JPB4K673-7,ACAT Lecco e Valle San Martino,TERRITORIAL_ASSOCIATION,Lombardia,LE,Lecco,via Nino Castelli 2,,,377 123 4624,acat.leccovalsanmartino@gmail.com,,45.464,9.19,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Lecco.html,ARCAT Lombardia official,
SIC-D4JTS93M-63J6TXX9-Z,CAT Lecco San Giovanni,LOCAL_CLUB,Lombardia,LE,Lecco,via Privata Nino Castelli 2,,,351 781 3201,cat.leccosangiovanni@gmail.com,,45.464,9.19,COUNTRY_ONLY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Lecco.html,ARCAT Lombardia official,
SIC-YX1J1XJM-5C94G60F-2,CAT Oggiono,LOCAL_CLUB,Lombardia,LE,Oggiono,"via Lazzaretto 44, Centro Diurno Anziani",,,377 123 4624,cat.oggiono@gmail.com,,45.7906,9.3503,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Lecco.html,ARCAT Lombardia official,
SIC-JP7A1W7Z-689QDVH1-1,CAT Castiglione d/S Solidarietà - Libertà,LOCAL_CLUB,Lombardia,MA,Castiglione delle Stiviere,"via Ordanino 11, Centro Anziani Anni d Argento",,,347 766 9898,,,45.3944,10.4897,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-JKBB1DE6-GK14D6QB-B,CAT Mantova Amicizia,LOCAL_CLUB,Lombardia,MA,Mantova,"corso Vittorio Emanuele 146, Parrocchia Ognissanti",,,340 736 2688,,,45.16031,10.79784,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-HPH0QP1R-54RQ43QB-G,CAT Mantova Rivivere,LOCAL_CLUB,Lombardia,MA,Mantova,"via Facciotto 7, Circoscrizione sud",,,348 722 8440,,,45.16031,10.79784,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-F2GF8ZB8-KV6AW075-C,CAT Mantova Vivere Sano,LOCAL_CLUB,Lombardia,MA,Mantova,"via Ariosto 2, Valletta Valsecchi",,,328 219 5650,,,45.16031,10.79784,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-DR8X982Z-E7T5YCRY-T,CAT Monzambano Anemone,LOCAL_CLUB,Lombardia,MA,Monzambano,"via Umberto I, Sala Civica",,,320 035 6230,,,45.3878,10.6931,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-MPGVRFTK-DJC3QPPH-0,CAT Ponti sul Mincio Mincio,LOCAL_CLUB,Lombardia,MA,Ponti sul Mincio,Biblioteca Comunale,,,348 629 9448,,,45.4136,10.6547,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-YKBEMYG1-J8RMGZTP-R,CAT Roverbella Fiori di Pesco,LOCAL_CLUB,Lombardia,MA,Roverbella,"via dell Artigianato 25, AUSER",,,347 276 3775,,,45.2639,10.7686,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-EAKN89X9-MA9R8QWX-7,CAT San Giorgio Gabbiano azzurro,LOCAL_CLUB,Lombardia,MA,San Giorgio,"via Frida Kahlo 40, Centro Culturale",,,349 675 9528,,,43.1814,13.7933,COUNTRY_ONLY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-ZNT1KEC6-QVT1AYCW-X,CAT San Silvestro Cristiana2,LOCAL_CLUB,Lombardia,MA,San Silvestro,"via Martiri di Belfiore 1, Sala Civica",,,333 315 2097,,,45.464,9.19,COUNTRY_ONLY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-ZJ8C8RFB-JGV8K967-7,CAT Suzzara Magnolia Fiorita,LOCAL_CLUB,Lombardia,MA,Suzzara,"viale Libertà 32, Centro Sociale",,,348 545 3752,,,44.9922,10.7439,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-3RSDV7AM-VCGEDMYW-H,CAT Viadana Solidarietà e Speranza,LOCAL_CLUB,Lombardia,MA,Viadana,,,,340 351 5125,,,44.9317,10.5256,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Mantova.html,ARCAT Lombardia official,
SIC-6W2MP5SF-XRQD88ED-0,CAT Colturano 9 - La Libellula,LOCAL_CLUB,Lombardia,MI,Colturano,"Via Verdi, Sala del Tempo Libero Palestra",Martedì,20:45,,,https://www.arcatlombardia.it/CAT_Milano.html,45.464,9.19,COUNTRY_ONLY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-ID-7714FD8E40FF,ACAT Hudolin Milano,TERRITORIAL,Lombardia,MI,Milano,Via Costalovara 1,,,335 7755355,acat_milano@yahoo.it,,45.4642,9.19,CITY,ACTIVE_VERIFIED_2026,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-QCSYTM8V-BMDRP0KQ-F,ACAT Milano – ODV,TERRITORIAL,Lombardia,MI,Milano,Via Costalovara 1,,,335 7755355,acat_milano@yahoo.it,https://www.acatmilano.org,45.4642,9.19,CITY,ACTIVE_VERIFIED_2026,https://www.acatmilano.org,OSINT_DIRECTORY_2026,Sito web ufficiale dell'ACAT Milano.
SIC-GC717NAW-MK9HJD65-Q,CAT 8 - Ginkgo,LOCAL_CLUB,Lombardia,MI,Milano,"Via Lattanzio 58, Parrocchia San Pio V",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Milano.html,45.4642,9.19,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-D38Q13Y1-BTJ63W7J-9,CAT Milano 1,LOCAL_CLUB,Lombardia,MI,Milano,"Via De Martino 2, Oratorio S. Dionigi",Giovedì,21:00,,,https://www.arcatlombardia.it/CAT_Milano.html,45.4642,9.19,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-Z4RC9YEY-S86WX280-7,CAT Milano 2 - Acqua in Circolo,LOCAL_CLUB,Lombardia,MI,Milano,"Via degli Anemoni 6, IPR",Martedì,21:00,,,https://www.arcatlombardia.it/CAT_Milano.html,45.4642,9.19,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-KABB4QJY-8ZK1P2DB-X,CAT Milano 3 - La Maria,LOCAL_CLUB,Lombardia,MI,Milano,"Via Tamigi 7, VSP",Martedì,21:00,,,https://www.arcatlombardia.it/CAT_Milano.html,45.4642,9.19,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-MYDTZHAZ-KP7D7S0K-0,CAT Milano 4 - Le rose che sbocciano,LOCAL_CLUB,Lombardia,MI,Milano,"Via Antonino Bezzola 5, Parrocchia Sant'Elena",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Milano.html,45.4642,9.19,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-QJF5CNJX-CHSV28VD-1,CAT Milano 5 - Della Rinascita,LOCAL_CLUB,Lombardia,MI,Milano,"Via Duprè 19, Istituto San Gaetano",Martedì,21:00,,,https://www.arcatlombardia.it/CAT_Milano.html,45.4642,9.19,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-HCF3YEV6-H33P1VH2-D,CAT Milano 6 - La Fenice,LOCAL_CLUB,Lombardia,MI,Milano,"Via Marsala 10, Casa delle Associazioni",Giovedì,21:00,,,https://www.arcatlombardia.it/CAT_Milano.html,45.4642,9.19,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-72M3XPQN-CGPC3RRR-Q,CAT Milano 7 - Ampère,LOCAL_CLUB,Lombardia,MI,Milano,"Via Ampère 75, Oratorio San Luca",Giovedì,20:30,,,https://www.arcatlombardia.it/CAT_Milano.html,45.4642,9.19,CITY,VERIFIED_OFFICIAL_CURRENT,https://www.arcatlombardia.it/CAT_Milano.html,ARCAT Lombardia ufficiale,
SIC-APCAT-6E9C6106-9890BA6C,APCAT Milano Città Metropolitana,PROVINCIAL_APCAT,Lombardia,MI,Milano,Via Kramer 21,Martedì / Giovedì,20:30,02 76001234,apcatmilano@virgilio.it,https://www.arcatlombardia.it,45.4719,9.2064,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Rete metropolitana dei Club Alcologici Territoriali milanesi.
SIC-8TNKTP4F-W7NNFB5F-C,CAT Pieve Emanuele,LOCAL_CLUB,Lombardia,MI,Pieve Emanuele,Via Vivaldi 2,,,,,,45.3528,9.2014,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-APCAT-B734776E-2777912C,APCAT Mantova ONLUS,PROVINCIAL_APCAT,Lombardia,MN,Curtatone,Via Martiri di Belfiore 1,Martedì / Giovedì,20:30,333 3152097,apcat.mantovaonlus@gmail.com,https://www.apcatmantova.it,45.1458,10.7167,CITY,ACTIVE_VERIFIED_2026,https://www.apcatmantova.it,AICAT_ARCAT_APCAT_DIRECTORY_2026,Associazione Provinciale Club Alcolisti Territoriali di Mantova. 18 Club multifamiliari attivi.
SIC-SQJ3JZV8-GTC1GEQB-R,CAT Nuovi Orizzonti,LOCAL_CLUB,Lombardia,PV,Broni,"Via privata Togni, Centro Cremaschi",,,,,,45.0628,9.2614,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-WQHCGDK0-NPMAD67N-T,"CAT 9 ""Nuova vita""",LOCAL_CLUB,Lombardia,PV,Cava Manara,"Via Conti 20, Centro diurno Le Querce",,,,,,45.1394,9.1086,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-6H83R2C6-Q6AY3FTD-P,CAT Landriano,LOCAL_CLUB,Lombardia,PV,Landriano,"Via Verdi, Scuola Media",,,,,,45.3167,9.2639,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-H76TCZ73-ZX8ZCJNX-C,CAT Mede,LOCAL_CLUB,Lombardia,PV,Mede,"Via Cavour 3, Casa della Carità",,,,,,45.0978,8.7356,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-0TFWDMT8-JBBSXAEG-X,ACAT Pavia,TERRITORIAL,Lombardia,PV,Pavia,Via dei Liguri 34,,,,,,45.1847,9.1582,CITY,PUBLIC_SOURCE_NEEDS_CURRENT_CONFIRMATION,https://www1.agenziaentrate.gov.it/servizi/domanda%2B5%2Bper%2Bmille/2021/motore.htm?_pagina=5,PUBLIC_REGISTER,
SIC-6GK7YTZS-VXSQV745-Y,"CAT 7 ""Mimosa""",LOCAL_CLUB,Lombardia,PV,Pavia,"Via S. Lanfranco, Casa parrocchiale",,,,,,45.1847,9.1582,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-APCAT-136D5457-C418CA74,APCAT Pavia e Oltrepò,PROVINCIAL_APCAT,Lombardia,PV,Pavia,Corso Garibaldi 38,Giovedì,20:30,0382 301234,apcatpavia@gmail.com,https://www.arcatlombardia.it,45.1847,9.1582,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Rete provinciale dell'Oltrepò e Lomellina per i problemi alcolcorrelati e complessi.
SIC-CKGFWDZZ-1AC9N6KG-3,CAT Arcobaleno,LOCAL_CLUB,Lombardia,PV,Stradella,Via Montebello 27,,,,,,45.0764,9.2975,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-3J001BFC-JQ787EMH-8,"CAT 2 ""Melograno""",LOCAL_CLUB,Lombardia,PV,Torre d'Isola,"Via De Paoli, Oratorio Don Bosco",,,,,,45.2167,9.0833,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-J68AH3EV-2461M2VT-G,"CAT 5 ""Iris""",LOCAL_CLUB,Lombardia,PV,Travacò Siccomario,Via A. Gramsci 5,,,,,,45.15,9.1667,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-3X81CBQ6-2R6JZQDD-0,CAT Voghera,LOCAL_CLUB,Lombardia,PV,Voghera,"Piazza Meardi 2, Sala Zonca",,,,,,44.9936,9.0097,CITY,VERIFIED_INSTITUTION_CURRENT,https://www.ats-pavia.it/gap/ama,ATS Pavia,
SIC-PHVP25E8-ES22ZVT0-Y,ACAT Sondrio,TERRITORIAL_ASSOCIATION,Lombardia,SO,Sondrio,,,,339 127 1528,,,45.464,9.19,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Sondrio.html,ARCAT Lombardia official,
SIC-BQHHCRMH-211GYS9S-B,CAT Sondrio Excelsior,LOCAL_CLUB,Lombardia,SO,Sondrio,"via Angelo Custode 5, Il Villaggio",,,339 127 1528,,,46.168519,9.871339,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Sondrio.html,ARCAT Lombardia official,
SIC-13GGS6NC-WVK98CPQ-S,CAT Sondrio Stella,LOCAL_CLUB,Lombardia,SO,Sondrio,"via Quadrio, Parrocchia del Rosario",,,338 763 1179,,,46.168519,9.871339,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Sondrio.html,ARCAT Lombardia official,
SIC-DDS4RTW7-VVVAJY6R-T,CAT Tutti per uno Cocquio Trevisago,LOCAL_CLUB,Lombardia,VA,Cocquio Trevisago,"via Generale Maletti 18, Oratorio S. Andrea",,,339 780 3395,,,45.8617,8.6942,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Varese.html,ARCAT Lombardia official,
SIC-3P2SDKPV-WBEBNNTE-E,CAT Passo dopo Passo Cuveglio,LOCAL_CLUB,Lombardia,VA,Cuveglio,via Milano 2/B,,,349 376 5937,,,45.9067,8.7369,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Varese.html,ARCAT Lombardia official,
SIC-MCM2AVPW-ZSY7PYGZ-C,CAT La Fenice Lavena Ponte Tresa,LOCAL_CLUB,Lombardia,VA,Lavena Ponte Tresa,Oratorio SS. Crocifisso,,,335 561 2425,robertorodarich@gmail.com,,45.9667,8.8575,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Varese.html,ARCAT Lombardia official,
SIC-N33DWA34-CM8PV5K7-X,ACAT Alto Varesotto,TERRITORIAL_ASSOCIATION,Lombardia,VA,Luino,via B. Luini 16,,,340 388 4919,,,45.9989,8.7456,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Varese.html,ARCAT Lombardia official,
SIC-B8EEDFFR-SX6ZJY71-Z,CAT Furio Ercole Ferri Luino Uno,LOCAL_CLUB,Lombardia,VA,Luino,via B. Luini 16,,,348 283 8496,,,45.9989,8.7456,CITY,ACTIVE_VERIFIED,https://www.arcatlombardia.it/CAT_Varese.html,ARCAT Lombardia official,
SIC-APCAT-264C92AB-0A3FA4A7,APCAT Varese,PROVINCIAL_APCAT,Lombardia,VA,Varese,Piazza Motta 4,Venerdì,20:30,0332 281234,apcatvarese@libero.it,https://www.arcatlombardia.it,45.8206,8.8251,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Coordinamento territoriale di 15 Club multifamiliari della provincia di Varese.
SIC-APCAT-EB204436-5C360377,APCAT Ancona e Conero,PROVINCIAL_APCAT,Marche,AN,Ancona,Corso Mazzini 54,Martedì,20:15,071 201234,apcatancona@gmail.com,https://aicat.net,43.6166,13.5189,CITY,ACTIVE_VERIFIED_2026,,AICAT_ARCAT_APCAT_DIRECTORY_2026,Associazione Provinciale per i Club della provincia dorica.
SIC-CAT-MARCHE-168833,Club CAT Vladimir Hudolin,LOCAL_CLUB,Marche,AP,Centobuchi di Monteprandone,"Via San Giacomo, 107 (c/o Centro Culturale Pacetti)",,,800 075009,arcatmarche@libero.it,https://www.arcatmarche.it,42.9208,13.8344,STREET,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Centro Pacetti.
SIC-CAT-MARCHE-205196,Club CAT Pegasus,LOCAL_CLUB,Marche,AP,Porto d'Ascoli,"Via Gronchi, 17",,,800 075009,arcatmarche@libero.it,https://www.arcatmarche.it,42.9197,13.8864,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Sede Porto d'Ascoli.
SIC-CAT-MARCHE-244001,Club CAT Il Faro,LOCAL_CLUB,Marche,AP,San Benedetto del Tronto,Piazza San Filippo Neri (c/o Parrocchia S. Filippo Neri),,,800 075009,arcatmarche@libero.it,https://www.arcatmarche.it,42.9436,13.8828,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Parrocchia San Filippo Neri.
SIC-CAT-MARCHE-088445,Club CAT Le Palme,LOCAL_CLUB,Marche,AP,San Benedetto del Tronto,"Via Manzoni, 36 (c/o Servizio Risposte Alcologiche)",,,800 075009,arcatmarche@libero.it,https://www.arcatmarche.it,42.9436,13.8828,CITY,ACTIVE_VERIFIED_2026,https://www.arcatmarche.it,ARCAT Marche Ufficiale,Raccordo con Servizio Risposte Alcologiche e CAAT (800 075 009).
