id,sic_id,entity_name,original_type,network_level,network_rank,rank_color,continent,country,region,province,city,address,latitude,longitude,geo_accuracy,status,parent_sic_id,source_url,source_type,language,meeting,public_contact,notes,direct_children,network_descendants,public_data_score,is_synthetic,created_at,updated_at,website,phone,email,geo_confidence,geocoded_from,geocoded_at,original_name,translated_name,original_hierarchy,postal_code,facebook,instagram,youtube,linkedin,x_twitter,founding_year,closure_year,reopening_year,hudolin_confirmed,confidence_score,last_verified,geo_provider,geo_provider_ref,territorial_association,regional_federation,national_federation,families_count
1049,SIC-S5DH8WN3-4JG7SJ33-2,"èCèlèuèbè è4è7è4è è""èCèlèeèmèaètèièsè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èPèeèsècèaènètèiènèaè,"èVèièaè èPèaècèeè,è è1è5è",45.4827011,10.8735475,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èAèDèIèGèEè è–è èLèEèSèSèIèNèIèAè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è6è8è6è1è8è5è0è,èaècèaètèaèdèiègèeèlèeèsèsèiènèièaè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1050,SIC-GZMGCMVE-EXTA9PNT-0,"èCèlèuèbè è4è7è9è è""èLèeè èSèoèrègèeènètèiè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èRèeècèoèaèrèoè èTèeèrèmèeè,"èPèièaèzèzèaè èDèoèlèoèmèiètèiè,è ènè.è è6è",45.7049088,11.2253401,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèAèLèLèEèAèGèNèOè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è3è è4è8è3è6è4è3è5è,èaècèaètèvèaèlèlèeèaègènèoè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1051,SIC-1MFCWH24-X7G840RQ-9,"èCèlèuèbè è4è8è1è è""èIèrèièsè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èCèaèsètèeèlègèuègèlèièeèlèmèoè,"èVèièaè èMèaègèeènètèaè,è ènè.è è2è4è1è",45.025837,11.5342918,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èPèOèLèEèSèIèNèEè èOèCèCèIèDèEèNèTèAèLèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è5è è6è0è4è8è3è3è0è è/è è3è4è9è è5è3è8è0è5è6è6è,èaècèaètèpèoèlèoècècè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1052,SIC-PKG7E710-GPTEXKSK-X,"èCèlèuèbè è4è8è3è è""èNèoèaèlèeè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èNèoèaèlèeè,èVèièaè èGè.è èBè.è èRèoèsèsèiè,45.5513429,12.0652657,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èMèEèSèTèRèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è5è1è è3è8è8è7è9è1è0è,èaècèaètèmèeèsètèrèeè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1053,SIC-MZYS1EK7-PGP3BMMJ-E,èCèlèuèbè è4è8è5è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èVèiègèaèsèièoè è-è èPèoèvèeègèlèièaènèoè,,45.3169126,10.9421007,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèIèLèLèAèFèRèAèNèCèAè èCèAèSèTèEèLè èSèCèAèLèIèGèEèRèOè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è9è8è7è3è3è7è,èaècèaètè.ècèaèsètèeèlèsècèaèlèiègèeèrèoè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1054,SIC-A2ZAXBVQ-VWXKNVDC-W,"èCèlèuèbè è4è8è6è è""èAèmèiècèièzèièaè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èVèeèrèoènèaè,"èVèièaè èBèeènèeèdèeètètèiè,è ènè.è è2è6è",45.404596,10.9864736,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèEèRèOèNèAè èSèUèDè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è8è2è0è5è1è7è5è,èaècèaètèvèrèsèuèdè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1055,SIC-WH4QY44M-K4JY2CFA-M,"èCèlèuèbè è4è8è7è è""èMèièmèoèsèaè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èNèeègèrèaèrè,"èVèièaè èSèaènè èVèiètèoè,è è1è",45.51565,10.93839,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èAèDèIèGèEè è–è èLèEèSèSèIèNèIèAè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è6è8è6è1è8è5è0è,èaècèaètèaèdèiègèeèlèeèsèsèiènèièaè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1056,SIC-GVZBADJJ-TVRHNSNB-X,"èCèlèuèbè è4è8è8è è""èLèaè èFèeènèiècèeè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èSèaènè èGèièoèrègèièoè èdèiè èLèièvèeènèzèaè èCèaèoèrèlèeè,"èVèièaè èdèeèlèlèaè èLèièbèeèrètèaè,è ènè.è è4è",45.6523505,12.7960589,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èPèOèRèTèOèGèRèUèAèRèEèSèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è9è è1è3è3è3è8è8è6è,èaècèaètèpèoèrètèoègèrèuèaèrèeèsèeè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1057,SIC-9HS42891-0QT8TD5X-2,èCèlèuèbè è4è9è1è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èIèsèoèlèaè èVèiècèeènètèiènèaè,èPèièaèzèzèaè èMèaèrècèoènèiè,45.6295786,11.4424413,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèIèCèEèNèZèAè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è2è7è è1è9è3è4è7è1è7è,èaècèaètèvèiècèeènèzèaè@èlèièbèeèrèoè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1058,SIC-G6425DQT-NFT8ZHXS-C,èCèlèuèbè è4è9è4è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èSèoèmèmèaècèaèmèpèaègènèaè,,45.4028205,10.84281,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèIèLèLèAèFèRèAèNèCèAè èCèAèSèTèEèLè èSèCèAèLèIèGèEèRèOè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è9è8è7è3è3è7è,èaècèaètè.ècèaèsètèeèlèsècèaèlèiègèeèrèoè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1059,SIC-02E2N5GD-P95DYRTD-W,èCèlèuèbè è4è9è7è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èPèoèrètèoè èTèoèlèlèeè,"èVèièaè èMèaètètèeèoètètèiè,è ènè.è è2è4è8è",44.9508113,12.3304668,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èBèAèSèSèOè èPèOèLèEèSèIèNèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è7è6è è1è5è1è6è3è0è1è,èaècèaètè.èbèaèsèsèoèpè@ètèièsècèaèlèiè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1060,SIC-JBWDP47P-VDZZHM1G-M,èCèlèuèbè è4è9è9è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èCèaèsètèeèlèfèrèaènècèoè èVèeènèeètèoè,"èVèièaè èdèeèiè èCèaèrèpèaènèiè,è ènè.è è1è6è/èzè",45.6784189,11.9330986,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èNèOèRèDè èEèSèTè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è2è3è è7è2è0è5è8è1è,èaècèaètènèoèrèdèeèsètè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1061,SIC-A3NHSNVM-KSAX810B-G,"èCèlèuèbè è5è è""èVèeèrèsèoè èièlè èfèuètèuèrèoè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èCèaèoèrèlèeè,èVèièaè èAèsètèeèsèeè,45.6003395,12.8805616,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èPèOèRèTèOèGèRèUèAèRèEèSèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è9è è1è3è3è3è8è8è6è,èaècèaètèpèoèrètèoègèrèuèaèrèeèsèeè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1062,SIC-PFC38NJM-E5FH8ETK-G,èCèlèuèbè è5è0è0è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èSèaènè èVèeènèdèeèmèièaènèoè,"èPèièaèzèzèaè èCèoèsènèiègèaè,è ènè.è è6è",45.886788,12.3448986,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èSèIèNèIèSèTèRèAè èPèIèAèVèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è0è è5è7è2è8è3è9è4è,èiènèfèoè@èaècèaètèsèiènèièsètèrèaèpèièaèvèeè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1063,SIC-48SA8DHB-49FRW58S-S,èCèlèuèbè è5è0è2è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èSècèhèièoè,"èVèièaè èDèaènèièeèlèeè èMèaènèiènè,è ènè.è1è",45.7125771,11.3640959,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èPèEèDèEèMèOèNèTèAèNèAè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è9è è1è9è4è0è0è6è8è,èaècèaètèpèeèdèeèmèoènètèaènèaè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1064,SIC-MZB91FG9-C6JC8E55-V,èCèlèuèbè è5è0è3è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èVèièlèlèaèfèrèaènècèaè,"èVèièaè èFèaènètèoènèiè,è ènè.è è1è",45.349404,10.8378727,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèIèLèLèAèFèRèAèNèCèAè èCèAèSèTèEèLè èSèCèAèLèIèGèEèRèOè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è9è8è7è3è3è7è,èaècèaètè.ècèaèsètèeèlèsècèaèlèiègèeèrèoè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1065,SIC-J77YQC0K-XSP8753Z-W,"èCèlèuèbè è5è0è4è è""èAèrècèoèbèaèlèeènèoè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èVèeèrèoènèaè,"èVèièaè èPèeèrèiènèiè,è ènè.è è7è",45.4383842,10.9916215,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèEèRèOèNèAè èEèSèTè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è9è7è3è3è2è2è,èaècèaètèvèeèrèoènèaèeèsètè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1066,SIC-D67TRNSM-SEQXVTPP-5,"èCèlèuèbè è5è0è5è è""èPèrèièmèuèlèaè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èSè.èAèmèbèrèoègèièoè èdèiè èVèaèlèpèoèlèiècèeèlèlèaè,"èVèièaè èMèaèrècèoènèiè,è è2è8è",45.5268608,10.8380573,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èAèDèIèGèEè è–è èLèEèSèSèIèNèIèAè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è6è8è6è1è8è5è0è,èaècèaètèaèdèiègèeèlèeèsèsèiènèièaè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1067,SIC-GC2CCCBC-Q5DABGYM-P,"èCèlèuèbè è5è0è6è è""èGèièrèaèsèoèlèeè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èLèeègènèaègèoè,"èRèeèdèeènètèoèrèeè,è ènè.è è4è",45.1712624,11.3012196,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èBèAèSèSèOè èVèEèRèOèNèEèSèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è9è è0è0è3è9è6è2è5è,èaècèaètè.èbèaèsèsèoèvèeèrèoènèeèsèeè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1068,SIC-Z987PHJC-6APSFW4X-8,"èCèlèuèbè è5è0è8è è""èFèiènèaèlèmèeènètèeè èIèoè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èMèoènètèeèbèeèlèlèuènèaè,"èVèièaè èMèaètètèièeèlèlèoè,è ènè.è è4è",45.7747005,12.0513512,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èNèOèRèDè èEèSèTè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è2è3è è7è2è0è5è8è1è,èaècèaètènèoèrèdèeèsètè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1069,SIC-YT5GMQHK-7PQPPN7C-7,"èCèlèuèbè è5è0è9è è""èFèièoèrè èdèiè èPèeèsècèoè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èBèuèsèsèoèlèeènègèoè,"èVèièaè èSèaènè èVèaèlèeènètèiènèoè,è è3è6è",45.4719393,10.8508132,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èSèIèRèIèUèSè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è1è è2è9è5è7è2è3è4è,èaècèaètèsèièrèièuèsè@èlèièbèeèrèoè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1070,SIC-DE9G7ZGP-SR36RD2R-A,"èCèlèuèbè è5è1è1è è""èLèeènètèièaèiè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èLèeènètèièaèiè,"èVèièaè èGèaèlèièlèeèoè èGèaèlèièlèeèiè,è ènè.è è2è",46.0452314,12.0198282,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èFèEèLèTèRèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è9è è6è0è3è9è1è8è0è,èaècèaètè.èfèeèlètèrèeè@èlèièbèeèrèoè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1071,SIC-02HD97C2-6D3HKTBJ-0,"èCèlèuèbè è5è1è2è è""èPèuèoèsè èDè'èAèlèpèaègèoè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èPèuèoèsè èDè’èAèlèpèaègèoè,"èvèièaè èVèeèrèdèiè,è ènè.è è4è",46.1426573,12.360857,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èBèEèLèLèUèNèOè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è3è è9è6è0è0è3è6è0è,èaècèaètèbèeèlèlèuènèoè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1072,SIC-PZMJ2KR3-BWAXKEZ7-4,"èCèlèuèbè è5è1è6è è""èIèlè èVèoèlèoè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èBèoèrèsèeèaè,"èVèièaè èGè.è èSèaèvèoènèaèrèoèlèaè,è ènè.è è1è2è9è",45.040921,11.790858,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èPèOèLèEèSèIèNèEè èOèCèCèIèDèEèNèTèAèLèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è5è è6è0è4è8è3è3è0è è/è è3è4è9è è5è3è8è0è5è6è6è,èaècèaètèpèoèlèoècècè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1073,SIC-D4HF1RYM-Y89S92GX-4,"èCèlèuèbè è5è2è è""èIèlè èSèoèrèrèièsèoè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èSèaènè èSètèiènèoè èdèiè èLèièvèeènèzèaè,"èVèièaè èGèièoèvèaènènèiè èXèXèIèIèIè,è ènè.è è3è",45.72923,12.6771823,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èPèOèRèTèOèGèRèUèAèRèEèSèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è9è è1è3è3è3è8è8è6è,èaècèaètèpèoèrètèoègèrèuèaèrèeèsèeè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1074,SIC-6ZD5XK8E-87X7ARSW-Q,èCèlèuèbè è5è2è2è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èJèeèsèoèlèoè,"èVèièaè èCèeèsèaèrèeè èBèaètètèièsètèiè,è ènè.è è8è5è",45.53671,12.64411,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èBèAèSèSèOè èPèIèAèVèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è2è1è è4è8è9è9è6è3è è/è è3è5è3è è4è7è9è2è4è8è2è,èaècèaètèbèaèsèsèoèpèièaèvèeè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1075,SIC-F2H65D6E-JCY5DPFG-X,"èCèlèuèbè è5è2è4è è""èSèaènètè'èAènètèoènèièoè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èTèrèiècèhèièaènèaè,"èVèièaè èSè.è èAènètèoènèiènèoè èdèiè èTèoèrètèaèlè,è ènè.è è1è3è",46.03881,12.161902,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èFèEèLèTèRèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è3è9è è6è0è3è9è1è8è0è,èaècèaètè.èfèeèlètèrèeè@èlèièbèeèrèoè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1076,SIC-Y4V3QHH4-NH69D9TX-R,èCèlèuèbè è5è2è5è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èAèrècèoèlèeè,"èPèièaèzèzèaè èMèaèrècèoènèiè,è ènè.è è1è",45.3575554,11.2864426,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèEèRèOèNèEèSèEè èOèRèIèEèNèTèAèLèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è8è è8è8è1è3è9è1è8è,èaècèaètèvèoè@èlèièbèeèrèoè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1077,SIC-ASAEC17Y-C4X9BR7G-F,"èCèlèuèbè è5è2è7è è""èNèuèvèoèlèeè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èRèièeèsèeè èPèièoè èXè,"èVèièaè èSècèhèièaèvèoènèeèsècèaè,è ènè.è è1è3è",45.7287078,11.9207289,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èNèOèRèDè èEèSèTè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è2è3è è7è2è0è5è8è1è,èaècèaètènèoèrèdèeèsètè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1078,SIC-B2N2X66E-9CMZ5J16-K,èCèlèuèbè è5è3è è/è è3è6è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èSèaènè èDèoènèàè èdèiè èPèièaèvèeè,"èVèièaè èRèoèrèaètèoè,è ènè.è è2è",45.6259542,12.5815097,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èBèAèSèSèOè èPèIèAèVèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è2è1è è4è8è9è9è6è3è è/è è3è5è3è è4è7è9è2è4è8è2è,èaècèaètèbèaèsèsèoèpèièaèvèeè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1079,SIC-0CKTB7WG-DZFD8TZW-P,"èCèlèuèbè è5è3è0è è""èTèoèrèrèeègèlèièaè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èTèoèrèrèeègèlèièaè,"èVèièaè èVèiètètèoèrèièoè èVè.ètèoè,è ènè.è è7è",45.3351763,11.7314351,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èCèOèLèLèIè èEèUèGèAèNèEèIè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è9è è7è2è5è7è4è1è5è,èaècèaètè.ècèoèlèlèiè@èlèièbèeèrèoè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1080,SIC-TYV5X2Y3-B8CZE1BF-S,èCèlèuèbè è5è3è3è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èMèuèsèièlèeè èdèiè èPèièaèvèeè,"èVèièaè èMèièlèaènèoè,è ènè.è è3è8è",45.6175592,12.5635086,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èBèAèSèSèOè èPèIèAèVèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è2è1è è4è8è9è9è6è3è è/è è3è5è3è è4è7è9è2è4è8è2è,èaècèaètèbèaèsèsèoèpèièaèvèeè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1081,SIC-XSV66VQ1-WSXPHZ4Y-V,èCèlèuèbè è5è3è5è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èMèoènètèeèfèoèrètèeè èdè’èAèlèpèoènèeè,èVèièaè èGèaèrèièbèaèlèdèiè,45.4221876,11.2824198,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèEèRèOèNèEèSèEè èOèRèIèEèNèTèAèLèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è8è è8è8è1è3è9è1è8è,èaècèaètèvèoè@èlèièbèeèrèoè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1082,SIC-X924ZNNW-F024V5T3-5,"èCèlèuèbè è5è4è2è è""èGèièrèaèsèoèlèiè""è",CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èVèeèrèoènèaè,"èPèièaèzèzèaè èFèrèuègèoèsèeè,è ènè,è è7è/èBè",45.4335449,11.0520634,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèEèRèOèNèAè èEèSèTè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è0è4è5è è9è7è3è3è2è2è,èaècèaètèvèeèrèoènèaèeèsètè@ègèmèaèièlè.ècèoèmè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1083,SIC-AA3EDW3K-VM769Z0J-5,èCèlèuèbè è5è4è5è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èGèoèdèeègèaè èdèiè èSèaènètè’èUèrèbèaènèoè,"èVèièaè èSèaènètè’èUèrèbèaènèoè,è ènè.è è9è7è",45.9120334,12.3885893,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èSèIèNèIèSèTèRèAè èPèIèAèVèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è0è è5è7è2è8è3è9è4è,èiènèfèoè@èaècèaètèsèiènèièsètèrèaèpèièaèvèeè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1084,SIC-X4F5KKH6-DVVT3Q6F-P,èCèlèuèbè è5è4è6è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èCèaèpèpèeèlèlèaè èMèaègègèièoèrèeè,"èVèièaè èAènèzèaènèoè,è ènè.è è1è4è2è",45.9853336,12.3316088,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èSèIèNèIèSèTèRèAè èPèIèAèVèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è0è è5è7è2è8è3è9è4è,èiènèfèoè@èaècèaètèsèiènèièsètèrèaèpèièaèvèeè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
1085,SIC-DGAAZCT0-B66RZNAX-Q,èCèlèuèbè è5è4è7è,CAT,LOCAL_CLUB,1,,Europe,Italy,Veneto,VR,èSèaènè èBèoènèièfèaècèièoè,"èVèièaè èAèlècèièdèeè èDèeè èGèaèsèpèeèrèiè,è ènè.è è8è",45.4027456,11.2845609,EXACT_VENUE,ACTIVE_VERIFIED_2026,,,,it,,èAèCèAèTè èVèEèRèOèNèEèSèEè èOèRèIèEèNèTèAèLèEè èOèDèVè,,0,0,0,0,2026-09-21 11:10:00,2026-09-21 11:10:00,,è3è4è8è è8è8è1è3è9è1è8è,èaècèaètèvèoè@èlèièbèeèrèoè.èiètè,0,,,,,,,,,,,,,,,0,50,,,,,,,11
