EMAIL,FIRSTNAME,LASTNAME,COMPANY,SMS,SIC_ID,ATECO,PROVINCIA,TEMA,CONSENSO,FLUSSO,STATUS
rsantangelo@asl.at.it,Null,Null,Rsantangelo,,SIC-ID-92FE0EC935C4,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@ruattilegnami.it,Null,Null,Ruatti Legnami S.r.l.,+390463901270,SIC-ID-089B216E6562,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
ruben_1983@libero.it,Null,Null,Ruben_1983,,SIC-ID-70C5B23C8B8B,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
ruffo_angela@libero.it,Null,Null,Ruffo_angela Ruffo,,SIC-ID-2D6E1FC92997,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
russoleoluca@gmail.com,Null,Null,Russoleoluca,,SIC-ID-06BA61AFBB54,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
s_battan@hotmail.it,Null,Null,S,,SIC-ID-A3F099B0AF75,NULL,,SICUREZZA,0,L1_FREDDI_RIPERMISSIONING,ATTIVO
s.fontanelli68@gmail.com,Null,Null,S Fontanelli68,+393452329228,SIC-ID-9461B9F03ABE,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
s.marotta@marottahse.it,Null,Null,S Marotta,,SIC-ID-59D852CB3CF6,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
s.presti76@gmail.com,Null,Null,S Presti76,+393386440072,SIC-ID-37680D2863C7,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
s.simone81@gmail.com,Null,Null,S Simone81,+393923769296,SIC-ID-E19B28506704,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@solitec.eu,Null,Null,S. I. P. I. Nord Srl,+390636381299,SIC-ID-D99B5EF2510C,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@scscostruzioniedilisrl.com,Null,Null,S.c.s. Costruzioni Edili S.r.l. Societa Unipersonale,,SIC-ID-3BAC3399D820,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sicesgroupsrl@libero.it,Null,Null,S.i.c.e.s. Group S.r.l.,+393451193377,SIC-ID-1D6E4D98D29D,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
simemarsala@gmail.com,Null,Null,S.i.m.e. S.r.l.,+390923969492,SIC-ID-6FC179AD379A,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@sljco.it,Null,Null,"S.lj.co. Srl | Impresa Edile Di Costruzione, Restauro E Ristrutturazione | Bologna",+39051474040,SIC-ID-77608F1F3935,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
spcostruzioni84@gmail.com,Null,Null,S.p. Costruzioni,+393895215720,SIC-ID-A26CCC9C3ED3,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@irce.it,Null,Null,S.p.s. Impresa Edile,+390542670621,SIC-ID-A80554C0FCE7,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
svscostruzionisrl@virgilio.it,Null,Null,S.v.s. Costruzioni S.r.l.,+390923553848,SIC-ID-5AA315FBA8FF,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
odv@sacspa.it,Null,Null,Sac • Società Appalti Costruzioni S.p.a.,+39068084741,SIC-ID-0657EC3F1AD7,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@sardahousesrl.com,Null,Null,Sarda House S.r.l.,+393281295128,SIC-ID-74A5849D405D,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sg.sciacchitano@calcestruzzi.it,Null,Null,Sciacchitano Savio Giuseppe,33420857560,SIC-ID-01527BEEF980,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
seimpresaedile@gmail.com,Null,Null,Se Impresa Edile,+393358485231,SIC-ID-C1CAAEAA9EC1,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@albarestauri.it,Null,Null,Serramenti Albarestauri,+393922186855,SIC-ID-5BD423A445E3,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sm-costruzioni@outlook.com,Null,Null,Sm Costruzioni Di Mura Srl,+393285615358,SIC-ID-F20A8D06BE92,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
smn-design@outlook.com,Null,Null,"Smn Design | Interior Design & Brand Identity | Progettazione Boutique, Ristoranti, Bar, Hotel & Uffici",,SIC-ID-1AD9306F5A95,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@svrristrutturazioni.it,Null,Null,Svr Ristrutturazioni Roma,+393394972833,SIC-ID-53483F15ED14,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sabina@studioborgato.it,Null,Null,Sabina,,SIC-ID-810B2DD39906,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sabrina@cssanna.com,Null,Null,Sabrina,,SIC-ID-103FC331DD58,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sabrina.dalmaso@gmail.com,Null,Null,Sabrina Dalmaso,+39335276769,SIC-ID-5264F82A4C04,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sabrina.dore@alice.it,Null,Null,Sabrina Dore,,SIC-ID-09C4EBC55C61,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sabrina.laterra@libero.it,Null,Null,Sabrina Laterra,+393483544599,SIC-ID-D2C40E05E47F,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sabrinaka80@gmail.com,Null,Null,Sabrinaka80,,SIC-ID-9E5A193BA07E,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sabrinap3691@gmail.com,Null,Null,Sabrinap3691,,SIC-ID-E85600E1C1B4,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
saccoman.enrico@libero.it,Null,Null,Saccoman Enrico,+393407984884,SIC-ID-F97C95731210,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
saed.ro@virgilio.it,Null,Null,Saed Ro,,SIC-ID-6B13D2B1CADA,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@saferlugo.it,Null,Null,Safer - Impresa Edile - Ristrutturazioni - Manutenzioni - Recupero Edifici,+39054530493,SIC-ID-F0794E7817F0,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
amministrazione@salgaim.it,Null,Null,Salgaim Ecologic Spa,,SIC-ID-7D23D53551F3,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
saln@libero.it,Null,Null,Saln Salnitri Lyo,+393489022121,SIC-ID-062338D0B3BC,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
salone.bolleblu@virgilio.it,Null,Null,Salone Bolle Blu,+393357576234,SIC-ID-44F04DD790F4,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
lessenzadibellessere@gmail.com,Null,Null,Salute & Movimento A.s.d.,,SIC-ID-F25967E792C9,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@salvamentoacademy.com,Null,Null,Salvamento Informazioni,,SIC-ID-E2B7BEA61EDF,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
salvatore.masia1966@gmail.com,Null,Null,Salvatore Masia1966,,SIC-ID-03413E52146A,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
zngcostruzioni@virgilio.it,Null,Null,Salvatore Zingaro Impresa Edile,+390516841388,SIC-ID-4F7C8CA8962B,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
salvatoresprio.arch@gmail.com,Null,Null,Salvatoresprio Arch,,SIC-ID-41849B2C7D62,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
salvo.belllo@hotmail.it,Null,Null,Salvo Belllo,,SIC-ID-9B889FAB72EC,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
salvofu40@gmail.com,Null,Null,Salvofu40,,SIC-ID-273FBEEDCD8B,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
samantamicheletti@gmail.com,Null,Null,Samantamicheletti,34752893250,SIC-ID-95D18647100A,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
samantha@autocarrozzerianico.it,Null,Null,Samantha,,SIC-ID-CFD608326728,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
samantha.to@alice.it,Null,Null,Samantha To,,SIC-ID-27F747A62109,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
samehkhlefa30@gmail.com,Null,Null,Samehkhlefa30,,SIC-ID-F0A32543AA01,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sampeibettin@libero.it,Null,Null,Sampeibettin,,SIC-ID-FFF7525F02CE,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
samuele.barbato@bmautomazioni.com,Null,Null,Samuele Barbato,+3934713823150,SIC-ID-348342489C95,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sanchez.gemmac@gmail.com,Null,Null,Sanchez Gemmac,,SIC-ID-5866A75DF28F,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sandra.boscolo@studiorosteghin.it,Null,Null,Sandra Boscolo,,SIC-ID-B96662938B4E,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sandra_8@hotmail.it,Null,Null,Sandra_8,+393357356146,SIC-ID-F0DB40EF02AC,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sandraferri81@gmail.com,Null,Null,Sandraferri81,+393357604637,SIC-ID-4A0EEFCB8254,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sandro.bevilacqua@confcom.it,Null,Null,Sandro Bevilacqua,+3932846609840,SIC-ID-D81E5CA0F62E,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sandrotortello@gmail.com,Null,Null,Sandro Tortello,+393284829318,SIC-ID-0AC717704159,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sandromagnani@tiscali.it,Null,Null,Sandromagi Dona,+393487347694,SIC-ID-6E2B19AC4800,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sangiusto.oratorio@gmail.com,Null,Null,Sangiusto Oratorio,,SIC-ID-A8310AF850A3,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sanounoubaba@gmail.com,Null,Null,Sanounoubaba,,SIC-ID-CC025A6AC708,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sante.casini@marcegaglia.com,Null,Null,Sante Casini,,SIC-ID-40433ACE5D2D,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
santoriello.mara@gmail.com,Null,Null,Santoriello Mara,,SIC-ID-CA0BC43C05CD,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sarabellan81@gmail.com,Null,Null,Sara Bellan,+393408520549,SIC-ID-FF855ACC3071,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
aziendasarasrl@libero.it,Null,Null,Sara Costruzioni E Servizi S.r.l,+393332489210,SIC-ID-A876FBE93FED,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sara.duchi@alice.it,Null,Null,Sara Duchi,+393348156764,SIC-ID-BC7B75434F1A,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sara.renosto@heslab.it,Null,Null,Sara Renosto,+393206053662,SIC-ID-02F2087D6F5F,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sara.tiozzo@attivamenteonlus.it,Null,Null,Sara Tiozzo,+393519646302,SIC-ID-E5BC8763D6BB,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sarabordina87@tiscali.it,Null,Null,Sarabordina87,,SIC-ID-46D6C78BE1E7,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sardastrade@gmail.com,Null,Null,Sarda Strade Srl,+39070243372,SIC-ID-6706A99F7605,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@saritalia.eu,Null,Null,Saritalia Srl,+390664651252,SIC-ID-BB5ABEA8170A,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@sarmucicostruzioni.it,Null,Null,Sarmuci Costruzioni Srl Di Nino Stellino,+393899218415,SIC-ID-C31B0CC97649,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@sarotto.it,Null,Null,Sarotto Group,,SIC-ID-4889CA01F3A9,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sarri@ebret.it,Null,Null,Sarri,,SIC-ID-06C792C3DDE9,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sarta.carolina@gmail.com,Null,Null,Sarta Carolina,,SIC-ID-253CB07FEF2D,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sartoriamontagnana@gmail.com,Null,Null,Sartoriamontaga,,SIC-ID-404874775A40,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sauro.vivian@gmail.com,Null,Null,Sauro Vivian,,SIC-ID-A6EE5E2492D5,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sauroviviani@gmail.com,Null,Null,Sauroviviani,,SIC-ID-3616076E4552,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sayadtoor8@gmail.com,Null,Null,Sayadtoor8,,SIC-ID-F518ECC28B34,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sbappa69@gmail.com,Null,Null,Sbappa69,,SIC-ID-75BF20B32C89,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sbposta@outlook.com,Null,Null,Sbposta,,SIC-ID-4E1E113625B8,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sbs.professionisti@gmail.com,Null,Null,Sbs Professionisti,,SIC-ID-A9B9D35AF33A,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
scampeotto@libero.it,Null,Null,Scampeotto Campeotto,+3934779100170,SIC-ID-A99B2C87713F,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
g.parisi@scavitelsrl.it,Null,Null,Scavitel S.r.l.,+393929396607,SIC-ID-032A49B97C72,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@diemmeinfissi.com,Null,Null,Scegliere Infissi Lucca - Diemme Infissi,+390583990244,SIC-ID-5F4E91C8D67B,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
schibapaolo@alice.it,Null,Null,Schibapaolo,+393483968101,SIC-ID-768A22A8CAF2,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@ceramichesciacca.it,Null,Null,Sciacca Francesco & Figli S.a.s,+390923990603,SIC-ID-6A7ACDFB4977,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
scorze@cattolica.it,Null,Null,Scorze,,SIC-ID-D1CE2FD293F2,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
screamin_eagle@hotmail.it,Null,Null,Screamin,,SIC-ID-24EBD4BA30D6,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
scuttari.luciano@libero.it,Null,Null,Scuttari Luciano,+393482712724,SIC-ID-B7053ACBC8B7,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
scuttariservice@gmail.com,Null,Null,Scuttariservice,,SIC-ID-489724D50D60,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sds.ferro@libero.it,Null,Null,Sds Ferro,,SIC-ID-75C505CF197A,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@se-car.it,Null,Null,Se. Car. Srl,+390415631181,SIC-ID-FC1365C2F859,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@secsrl.it,Null,Null,Sec S.r.l.,+390456301979,SIC-ID-40231C57224B,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@sedefa.it,Null,Null,Sedefa,+39068804425,SIC-ID-0BE75C06DE5D,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
segalaenrica@alice.it,Null,Null,Segalaenrica,,SIC-ID-3DE2E32C8DBF,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
segreteria@ebav.it,Null,Null,Segreteria,,SIC-ID-25B9B95E05F1,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
consorzio.cics@gmail.com,Null,Null,Segreteria Cics - Studio Pozzato,,SIC-ID-D20E7C476139,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
segreteria@outsphera.it,Null,Null,Segreteria Srl,,SIC-ID-B0FCE3E897DA,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
segreteriaconsulenze@gmail.com,Null,Null,Segreteriaconsulenze,,SIC-ID-D7E831A35506,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
segreterianazionale@anfos.it,Null,Null,Segreterianazionale,,SIC-ID-58BAB908797A,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
senrico@lattebusche.it,Null,Null,Senrico,,SIC-ID-38AFF2492927,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
bucciserena72@gmail.com,Null,Null,Serena,,SIC-ID-937B2B301E4D,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
serena.coiffure@gmail.com,Null,Null,Serena Coiffure,+393494236175,SIC-ID-C0AD8BCFD690,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
serena-boin@alice.it,Null,Null,Serena-boin,,SIC-ID-0A82B19BB7BB,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sergio.pizzo.1992@gmail.com,Null,Null,Sergio Pizzo 1992,,SIC-ID-D1A3ECE0129D,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sergio.silecchia@gmail.com,Null,Null,Sergio Silecchia,+393404839027,SIC-ID-B956F953714E,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sergioricci.cabaret@alice.it,Null,Null,Sergioricci Cabaret,,SIC-ID-E46686484DC8,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
service@hyperbc.com,Null,Null,Service,,SIC-ID-76F8E3F06DE4,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
service.at@organic.plus,Null,Null,Service At,,SIC-ID-3811B6C37847,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
service.it@organic.plus,Null,Null,Service It,+393336184461,SIC-ID-FD0AB8510C39,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
service.it@cashbackworld.com,Null,Null,Service It,+393881809475,SIC-ID-B8B751B2571C,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
service.it@cashback-solutions.com,Null,Null,Service It,+393386896289,SIC-ID-3953D8BCE502,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
serviceplants@yahoo.it,Null,Null,Service Plants,299001500,SIC-ID-742799C5103C,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
rec_srl@virgilio.it,Null,Null,Servizi Edili R.c.,+393389347865,SIC-ID-7EBF43C57842,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
servizi.online@agsm.it,Null,Null,Servizi Online,,SIC-ID-A431DB2F922B,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
servizicontabilidozzi@yahoo.it,Null,Null,Servizicontabilidozzi,,SIC-ID-3B7DF2689F65,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
serviziimmobiliari.rovigo@gmail.com,Null,Null,Serviziimmobiliari Rovigo,,SIC-ID-4FC513AB0894,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
servizio_clienti@genertel.it,Null,Null,Servizio,,SIC-ID-2DC7C5A7F624,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
vaccinazioniadria@aulss5.veneto.it,Null,Null,Servizio Adria,,SIC-ID-DE2D2FAB12E8,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
servizio.clienti@ascotrade.it,Null,Null,Servizio Ascotrade,,SIC-ID-DC07F3271FFB,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
servizioclienti@hiperformance.it,Null,Null,Servizio Performance,,SIC-ID-5C0846E3D165,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
servizioalcliente@sinfon.it,Null,Null,Servizioalcliente,,SIC-ID-377B2EFC56D1,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
servizioclienti@housers.com,Null,Null,Servizioclienti,,SIC-ID-4BDBE44386AD,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
servizisalvatempo@gmail.com,Null,Null,Servizisalvatempo,,SIC-ID-D7C535C1EE56,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sesillo@alice.it,Null,Null,Sesillo,,SIC-ID-974D9D168F00,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
seunogunruku@gmail.com,Null,Null,Seunogunruku,,SIC-ID-48125F051A1E,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sfsuperesse124@gmail.com,Null,Null,Sfsuperesse124,394990130,SIC-ID-24E5EE21B3A1,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sgiovanelli@daneurope.org,Null,Null,Sgiovanelli,,SIC-ID-B4FC74AA12A6,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sgsprogetti.tv@gmail.com,Null,Null,Sgsprogetti Tv,+393332873270,SIC-ID-E258E696E03D,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sgsquarcina@virgilio.it,Null,Null,Sgsquarcina,,SIC-ID-ABF2C8D8AE57,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
shopwki@wki.it,Null,Null,Shopwki Fontana,+393477033437,SIC-ID-314606C69D77,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@edilfuni.it,Null,Null,Sicil Funi Sicilia Impresa Edile,+393505322461,SIC-ID-24D3331E93AD,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
siciliaponteggisrls2020@gmail.com,Null,Null,Sicilia Ponteggi Srls,+393275359957,SIC-ID-52542DC24F7F,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sicilscavi@live.it,Null,Null,Sicilscavi Di Spampinato Salvatore,+393515320364,SIC-ID-284A011A043F,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sicurezza@karrell.it,Null,Null,Sicurezza,,SIC-ID-DA2658D4592F,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sicurezza@simmerle-ecodrive.it,Null,Null,Sicurezza,32908998160,SIC-ID-4429F42AAA32,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
info@sicurezza.pro,Null,Null,Sicurezza. Della Sicurezza,,SIC-ID-1B283FB7D8AB,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sicurissimo.online@gmail.com,Null,Null,Sicurissimo Online,,SIC-ID-3B4057D4B936,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
infosicurissimo@gmail.com,Null,Null,Sicurissimo Pregnolato Privato,+393388771737,SIC-ID-E01FF8C271ED,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sicuteria@libero.it,Null,Null,Sicuteria,,SIC-ID-930CAD70F6B9,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
giorgio@sidermori.it,Null,Null,Sidermori Srl,+390464918631,SIC-ID-58687ECC7B42,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
sigimar@sigimar.it,Null,Null,Sigimar,,SIC-ID-9C5A820F0B81,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
signormatita@gmail.com,Null,Null,Signormatita,,SIC-ID-D4B1A69CA021,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvano67s@gmail.com,Null,Null,Silvanos,+393357693125,SIC-ID-E363F097D2FD,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvia.beltrame@itstecnologie.it,Null,Null,Silvia Beltrame,+393357818190,SIC-ID-112722C74687,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvia@elettrocostruzioni.com,Null,Null,Silvia Busson Com,+393479474716,SIC-ID-447A4C737BC7,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvia.casson@attivamenteonlus.it,Null,Null,Silvia Casson,+393356353336,SIC-ID-F3FD9DFDCA38,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvia@centrodicalcolo.it,Null,Null,Silvia Crepaldi,+393207872234,SIC-ID-D82779BCC196,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
marzettisilvia@gmail.com,Null,Null,Silvia Marzetti,,SIC-ID-40D482B3DF81,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvia.passarella@allenza.it,Null,Null,Silvia Passarella,,SIC-ID-3CDFDD9294A0,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvia.passarella@alleanza.it,Null,Null,Silvia Passarella,+393400713397,SIC-ID-6E161C927875,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvia.zanellato87@gmail.com,Null,Null,Silvia Zanellato87,,SIC-ID-B92A202A19EA,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
silvia_pozzati@yahoo.it,Null,Null,Silvia_pozzati,+3934755253480,SIC-ID-4C5F0E88E15B,NULL,,SICUREZZA,0,PROMO_SETTEMBRE_VIP,ATTIVO
